x,y
0,0
2000,0.00065
4000,0.00065
6000,0.00065
8000,0.00065
10000,0.00065
12000,0.00065
14000,0.00065
16000,0.00065
18000,0.00065
20000,0.00065
22000,0.00065
24000,0.00065
26000,0.00065
28000,0.00065
30000,0.00065
32000,0.00065
34000,0.00065
36000,0.00065
38000,0.00065
40000,0.00065
42000,0.00065
44000,0.00065
46000,0.00065
48000,0.00065
50000,0.00065
52000,0.00065
