Time,Voltage
2410,1.39
2411,1.4
2412,1.42
2413,1.42
2414,1.42
2415,1.42
2416,1.42
2417,1.42
2418,1.42
2419,1.42
2420,1.42
2421,1.41
2422,1.43
2423,1.42
2424,1.43
2425,1.42
2426,1.42
2427,1.4
2428,1.42
2429,1.41
2430,1.43
2431,1.42
2432,1.42
2433,1.41
2434,1.42
2435,1.4
2436,1.4
2437,1.41
2438,1.41
2439,1.4
2440,1.41
2441,1.41
2442,1.41
2443,1.41
2444,1.41
2445,1.42
2446,1.4
2447,1.41
2448,1.4
2449,1.41
2450,1.41
2451,1.42
2452,1.41
2453,1.42
2454,1.41
2455,1.4
2456,1.41
2457,1.4
2458,1.41
2459,1.41
2460,1.41
2461,1.41
2462,1.4
2463,1.41
2464,1.41
2465,1.41
2466,1.41
2467,1.41
2468,1.42
2469,1.42
2470,1.42
2471,1.43
2472,1.43
2473,1.43
2474,1.43
2475,1.43
2476,1.43
2477,1.43
2478,1.41
2479,1.42
2480,1.43
2481,1.43
2482,1.42
2483,1.42
2484,1.42
2485,1.42
2486,1.42
2487,1.42
2488,1.42
2489,1.42
2490,1.42
2491,1.43
2492,1.43
2493,1.43
2494,1.44
2495,1.42
2496,1.42
2497,1.43
2498,1.43
2499,1.44
2500,1.44
2501,1.45
2502,1.44
2503,1.45
2504,1.45
2505,0.48
2506,1.12
2507,1.2
2508,1.31
2509,1.36
2510,1.39
2511,1.39
2512,1.43
2513,1.42
2514,1.44
2515,1.45
2516,1.45
2517,1.46
2518,1.47
2519,1.45
2520,1.46
2521,1.46
2522,1.47
2523,1.47
2524,1.46
2525,1.47
2526,1.46
2527,1.46
2528,1.47
2529,1.46
2530,1.47
2531,1.46
2532,1.48
2533,1.47
2534,1.46
2535,1.47
2536,1.46
2537,1.46
2538,1.46
2539,1.46
2540,1.47
2541,1.45
2542,1.47
2543,1.47
2544,1.46
2545,1.47
2546,1.48
2547,1.46
2548,1.47
2549,1.46
2550,1.47
2551,1.48
2552,1.48
2553,1.48
2554,1.48
2555,1.46
2556,1.47
2557,1.46
2558,1.46
2559,1.46
2560,1.46
2561,1.45
2562,1.45
2563,1.45
2564,1.43
2565,1.43
2566,1.44
2567,1.44
2568,1.44
2569,1.44
2570,1.43
2571,1.46
2572,1.45
2573,1.46
2574,1.45
2575,1.46
2576,1.46
2577,1.47
2578,1.47
2579,1.46
2580,1.45
2581,1.46
2582,1.45
2583,1.44
2584,1.45
2585,1.44
2586,1.44
2587,1.44
2588,1.44
2589,1.45
2590,1.45
2591,1.46
2592,1.46
2593,1.44
2594,1.45
2595,1.47
2596,1.46
2597,1.45
2598,1.45
2599,1.45
2600,1.44
2601,1.44
2602,1.44
2603,1.44
2604,1.45
2605,0.51
2606,1.13
2607,1.22
2608,1.32
2609,1.37
2610,1.4
2611,1.42
2612,1.43
2613,1.44
2614,1.44
2615,1.45
2616,1.45
2617,1.43
2618,1.45
2619,1.45
2620,1.44
2621,1.46
2622,1.45
2623,1.46
2624,1.46
2625,1.46
2626,1.44
2627,1.46
2628,1.44
2629,1.46
2630,1.47
2631,1.46
2632,1.46
2633,1.46
2634,1.47
2635,1.46
2636,1.46
2637,1.45
2638,1.44
2639,1.44
2640,1.45
2641,1.45
2642,1.44
2643,1.43
2644,1.42
2645,1.42
2646,1.42
2647,1.43
2648,1.43
2649,1.43
2650,1.43
2651,1.44
2652,1.44
2653,1.45
2654,1.45
2655,1.45
2656,1.45
2657,1.46
2658,1.45
2659,1.48
2660,1.51
2661,1.52
2662,1.55
2663,1.59
2664,1.63
2665,1.69
2666,1.74
2667,1.76
2668,1.86
2669,2.29
2670,2.77
2671,3.35
2672,3.54
2673,3.89
2674,4.14
2675,4.24
2676,4.29
2677,4.37
2678,4.43
2679,4.52
2680,4.57
2681,4.66
2682,4.79
2683,4.82
2684,4.98
2685,4.99
2686,4.99
2687,4.99
2688,5
2689,4.98
2690,5
2691,4.98
2692,5
2693,5
2694,5
2695,5
2696,5
2697,5
2698,5
2699,5
2700,5
2701,5
2702,5
2703,5
2704,5
2705,2.28
2706,4.97
2707,4.97
2708,4.99
2709,5
2710,5
2711,5
2712,5
2713,5
2714,5
2715,5
2716,5
2717,5
2718,5
2719,5
2720,5
2721,5
2722,5
2723,5
2724,5
2725,5
2726,5
2727,5
2728,5
2729,5
2730,5
2731,5
2732,5
2733,5
2734,5
2735,5
2736,5
2737,5
2738,5
2739,5
2740,5
2741,5
2742,5
2743,5
2744,5
2745,5
2746,5
2747,5
2748,5
2749,5
2750,5
2751,5
2752,5
2753,5
2754,5
2755,5
2756,5
2757,5
2758,5
2759,5
2760,5
2761,5
2762,5
2763,5
2764,5
2765,5
2766,5
2767,5
2768,5
2769,5
2770,5
2771,5
2772,5
2773,5
2774,5
2775,5
2776,5
2777,5
2778,5
2779,5
2780,5
2781,5
2782,5
2783,5
2784,5
2785,5
2786,5
2787,5
2788,5
2789,5
2790,5
2791,5
2792,5
2793,5
2794,5
2795,5
2796,5
2797,5
2798,5
2799,5
2800,5
2801,5
2802,5
2803,5
2804,5
2805,2.74
2806,4.95
2807,5
2808,5
2809,5
2810,5
2811,5
2812,4.99
2813,5
2814,5
2815,5
2816,5
2817,5
2818,5
2819,5
2820,5
2821,5
2822,5
2823,5
2824,5
2825,5
2826,5
2827,5
2828,5
2829,5
2830,5
2831,5
2832,5
2833,5
2834,5
2835,5
2836,5
2837,5
2838,5
2839,5
2840,5
2841,5
2842,5
2843,5
2844,5
2845,5
2846,5
2847,5
2848,5
2849,5
2850,5
2851,5
2852,5
2853,5
2854,5
2855,5
2856,5
2857,5
2858,5
2859,5
2860,5
2861,5
2862,5
2863,5
2864,5
2865,5
2866,5
2867,5
2868,5
2869,5
2870,5
2871,5
2872,5
2873,5
2874,5
2875,5
2876,5
2877,5
2878,5
2879,5
2880,5
2881,5
2882,5
2883,5
2884,5
2885,5
2886,5
2887,5
2888,5
2889,5
2890,5
2891,5
2892,5
2893,5
2894,5
2895,5
2896,5
2897,5
2898,5
2899,5
2900,5
2901,5
2902,5
2903,5
2904,5
2905,2.57
2906,4.94
2907,5
2908,4.99
2909,5
2910,5
2911,5
2912,5
2913,5
2914,5
2915,5
2916,5
2917,5
2918,5
2919,5
2920,5
2921,5
2922,5
2923,5
2924,5
2925,5
2926,5
2927,5
2928,5
2929,5
2930,5
2931,5
2932,5
2933,5
2934,5
2935,5
2936,5
2937,5
2938,5
2939,5
2940,5
2941,5
2942,5
2943,5
2944,5
2945,5
2946,5
2947,5
2948,5
2949,5
2950,5
2951,5
2952,5
2953,5
2954,5
2955,5
2956,5
2957,5
2958,5
2959,5
2960,5
2961,5
2962,5
2963,5
2964,5
2965,5
2966,5
2967,5
2968,5
2969,5
2970,5
2971,5
2972,5
2973,5
2974,5
2975,5
2976,5
2977,5
2978,5
2979,5
2980,5
2981,5
2982,5
2983,5
2984,5
2985,5
2986,5
2987,5
2988,5
2989,5
2990,5
2991,5
2992,5
2993,5
2994,5
2995,5
2996,5
2997,5
2998,5
2999,5
3000,5
3001,5
3002,5
3003,5
3004,5
3005,2.63
3006,4.95
3007,4.99
3008,5
3009,5
3010,5
3011,5
3012,5
3013,5
3014,5
3015,5
3016,5
3017,5
3018,5
3019,5
3020,5
3021,5
3022,5
3023,5
3024,5
3025,5
3026,5
3027,5
3028,5
3029,5
3030,5
3031,5
3032,5
3033,5
3034,5
3035,5
3036,5
3037,5
3038,5
3039,5
3040,5
3041,5
3042,5
3043,5
3044,5
3045,5
3046,5
3047,5
3048,5
3049,5
3050,5
3051,5
3052,5
3053,5
3054,5
3055,5
3056,5
3057,5
3058,5
3059,5
3060,5
3061,5
3062,5
3063,5
3064,5
3065,5
3066,5
3067,5
3068,5
3069,5
3070,5
3071,5
3072,5
3073,5
3074,5
3075,5
3076,5
3077,5
3078,5
3079,5
3080,5
3081,5
3082,5
3083,5
3084,5
3085,5
3086,5
3087,5
3088,5
3089,5
3090,5
3091,5
3092,5
3093,5
3094,5
3095,5
3096,5
3097,5
3098,5
3099,5
3100,5
3101,5
3102,5
3103,5
3104,5
3105,2.56
3106,4.95
3107,4.97
3108,5
3109,5
3110,5
3111,5
3112,5
3113,5
3114,5
3115,5
3116,5
3117,5
3118,5
3119,5
3120,5
3121,5
3122,5
3123,5
3124,5
3125,5
3126,5
3127,5
3128,5
3129,5
3130,5
3131,5
3132,5
3133,5
3134,5
3135,5
3136,5
3137,5
3138,5
3139,5
3140,5
3141,5
3142,5
3143,5
3144,5
3145,5
3146,5
3147,5
3148,5
3149,5
3150,5
3151,5
3152,5
3153,5
3154,5
3155,5
3156,5
3157,5
3158,5
3159,5
3160,5
3161,5
3162,5
3163,5
3164,5
3165,5
3166,5
3167,5
3168,5
3169,5
3170,5
3171,5
3172,5
3173,5
3174,5
3175,5
3176,5
3177,5
3178,5
3179,5
3180,5
3181,5
3182,5
3183,5
3184,5
3185,5
