Time,Voltage
942,1.58
943,1.59
944,1.59
945,1.58
946,1.56
947,1.57
948,1.54
949,1.56
950,1.56
951,1.54
952,1.54
953,1.54
954,1.55
955,1.54
956,1.53
957,1.53
958,1.55
959,1.55
960,1.55
961,1.53
962,1.55
963,1.56
964,1.56
965,1.56
966,1.55
967,1.55
968,1.54
969,1.56
970,1.57
971,1.57
972,1.58
973,1.58
974,1.58
975,1.56
976,1.57
977,1.58
978,1.58
979,1.56
980,1.55
981,1.57
982,1.55
983,1.54
984,1.55
985,1.53
986,1.54
987,1.55
988,1.54
989,1.55
990,1.55
991,1.58
992,1.55
993,1.56
994,1.56
995,1.56
996,1.55
997,1.55
998,1.56
999,1.56
1000,1.57
1001,1.58
1002,1.58
1003,1.58
1004,1.58
1005,0.51
1006,1.3
1007,1.38
1008,1.47
1009,1.5
1010,1.54
1011,1.55
1012,1.56
1013,1.56
1014,1.57
1015,1.57
1016,1.58
1017,1.58
1018,1.58
1019,1.58
1020,1.57
1021,1.58
1022,1.58
1023,1.58
1024,1.58
1025,1.57
1026,1.56
1027,1.57
1028,1.58
1029,1.58
1030,1.58
1031,1.56
1032,1.57
1033,1.58
1034,1.57
1035,1.57
1036,1.56
1037,1.58
1038,1.57
1039,1.57
1040,1.58
1041,1.58
1042,1.58
1043,1.58
1044,1.57
1045,1.58
1046,1.58
1047,1.58
1048,1.57
1049,1.58
1050,1.58
1051,1.57
1052,1.57
1053,1.57
1054,1.57
1055,1.57
1056,1.57
1057,1.57
1058,1.56
1059,1.57
1060,1.57
1061,1.58
1062,1.58
1063,1.58
1064,1.57
1065,1.55
1066,1.55
1067,1.57
1068,1.57
1069,1.57
1070,1.58
1071,1.57
1072,1.58
1073,1.58
1074,1.59
1075,1.58
1076,1.58
1077,1.58
1078,1.59
1079,1.58
1080,1.57
1081,1.55
1082,1.55
1083,1.55
1084,1.54
1085,1.56
1086,1.55
1087,1.55
1088,1.53
1089,1.54
1090,1.53
1091,1.54
1092,1.55
1093,1.55
1094,1.56
1095,1.55
1096,1.55
1097,1.56
1098,1.56
1099,1.57
1100,1.56
1101,1.55
1102,1.57
1103,1.58
1104,1.57
1105,0.54
1106,1.34
1107,1.42
1108,1.51
1109,1.53
1110,1.55
1111,1.57
1112,1.57
1113,1.57
1114,1.59
1115,1.59
1116,1.61
1117,1.61
1118,1.61
1119,1.61
1120,1.63
1121,1.63
1122,1.62
1123,1.64
1124,1.63
1125,1.62
1126,1.62
1127,1.63
1128,1.63
1129,1.63
1130,1.62
1131,1.62
1132,1.63
1133,1.61
1134,1.62
1135,1.62
1136,1.63
1137,1.62
1138,1.63
1139,1.62
1140,1.62
1141,1.61
1142,1.61
1143,1.61
1144,1.6
1145,1.61
1146,1.61
1147,1.62
1148,1.61
1149,1.61
1150,1.62
1151,1.6
1152,1.61
1153,1.62
1154,1.6
1155,1.61
1156,1.62
1157,1.61
1158,1.62
1159,1.61
1160,1.62
1161,1.62
1162,1.62
1163,1.61
1164,1.61
1165,1.62
1166,1.62
1167,1.63
1168,1.63
1169,1.63
1170,1.64
1171,1.62
1172,1.63
1173,1.62
1174,1.63
1175,1.64
1176,1.64
1177,1.63
1178,1.65
1179,1.65
1180,1.65
1181,1.64
1182,1.64
1183,1.64
1184,1.65
1185,1.64
1186,1.65
1187,1.63
1188,1.64
1189,1.64
1190,1.63
1191,1.62
1192,1.64
1193,1.63
1194,1.63
1195,1.64
1196,1.63
1197,1.63
1198,1.64
1199,1.63
1200,1.62
1201,1.62
1202,1.63
1203,1.63
1204,1.62
1205,0.51
1206,1.37
1207,1.46
1208,1.53
1209,1.58
1210,1.61
1211,1.62
1212,1.63
1213,1.64
1214,1.65
1215,1.66
1216,1.67
1217,1.66
1218,1.66
1219,1.66
1220,1.67
1221,1.65
1222,1.65
1223,1.66
1224,1.67
1225,1.67
1226,1.68
1227,1.68
1228,1.68
1229,1.69
1230,1.7
1231,1.72
1232,1.72
1233,1.73
1234,1.77
1235,1.79
1236,1.8
1237,1.84
1238,1.94
1239,2.04
1240,2.22
1241,2.39
1242,2.62
1243,3.6
1244,4.11
1245,4.33
1246,4.5
1247,4.56
1248,4.65
1249,4.72
1250,4.83
1251,4.84
1252,4.99
1253,4.99
1254,5
1255,5
1256,5
1257,5
1258,5
1259,5
1260,5
1261,5
1262,5
1263,5
1264,5
1265,5
1266,5
1267,5
1268,5
1269,5
1270,5
1271,5
1272,5
1273,5
1274,5
1275,5
1276,5
1277,5
1278,5
1279,5
1280,5
1281,5
1282,5
1283,5
1284,5
1285,5
1286,5
1287,5
1288,5
1289,5
1290,5
1291,5
1292,5
1293,5
1294,5
1295,5
1296,5
1297,5
1298,5
1299,5
1300,5
1301,5
1302,5
1303,5
1304,5
1305,2.72
1306,4.92
1307,4.99
1308,5
1309,5
1310,5
1311,5
1312,5
1313,5
1314,5
1315,5
1316,5
1317,5
1318,5
1319,5
1320,5
1321,5
1322,5
1323,5
1324,5
1325,5
1326,5
1327,5
1328,5
1329,5
1330,5
1331,5
1332,5
1333,5
1334,5
1335,5
1336,5
1337,5
1338,5
1339,5
1340,5
1341,5
1342,5
1343,5
1344,5
1345,5
1346,5
1347,5
1348,5
1349,5
1350,5
1351,5
1352,5
1353,5
1354,5
1355,5
1356,5
1357,5
1358,5
1359,5
1360,5
1361,5
1362,5
1363,5
1364,5
1365,5
1366,5
1367,5
1368,5
1369,5
1370,5
1371,5
1372,5
1373,5
1374,5
1375,5
1376,5
1377,5
1378,5
1379,5
1380,5
1381,5
1382,5
1383,5
1384,5
1385,5
1386,5
1387,5
1388,5
1389,5
1390,5
1391,5
1392,5
1393,5
1394,5
1395,5
1396,5
1397,5
1398,5
1399,5
1400,5
1401,5
1402,5
1403,5
1404,5
1405,2.64
1406,4.95
1407,5
1408,5
1409,5
1410,5
1411,5
1412,5
1413,5
1414,5
1415,5
1416,5
1417,5
1418,5
1419,5
1420,5
1421,5
1422,5
1423,5
1424,5
1425,5
1426,5
1427,5
1428,5
1429,5
1430,5
1431,5
1432,5
1433,5
1434,5
1435,5
1436,5
1437,5
1438,5
1439,5
1440,5
1441,5
1442,5
1443,5
1444,5
1445,5
1446,5
1447,5
1448,5
1449,5
1450,5
1451,5
1452,5
1453,5
1454,5
1455,5
1456,5
1457,5
1458,5
1459,5
1460,5
1461,5
1462,5
1463,5
1464,5
1465,5
1466,5
1467,5
1468,5
1469,5
1470,5
1471,5
1472,5
1473,5
1474,5
1475,5
1476,5
1477,5
1478,5
1479,5
1480,5
1481,5
1482,5
1483,5
1484,5
1485,5
1486,5
1487,5
1488,5
1489,5
1490,5
1491,5
1492,5
1493,5
1494,5
1495,5
1496,5
1497,5
1498,5
1499,5
1500,5
1501,5
1502,5
1503,5
1504,5
1505,2.55
1506,4.91
1507,4.96
1508,4.98
1509,4.97
1510,4.99
1511,4.97
1512,4.98
1513,4.99
1514,5
1515,4.99
1516,4.99
1517,5
1518,4.99
1519,4.99
1520,4.99
1521,5
1522,4.99
1523,5
1524,4.99
1525,5
1526,4.99
1527,5
1528,4.99
1529,5
1530,5
1531,5
1532,5
1533,5
1534,5
1535,5
1536,5
1537,4.99
1538,5
1539,4.76
1540,4.71
1541,4.66
1542,4.65
1543,4.63
1544,4.62
1545,4.62
1546,4.61
1547,4.61
1548,4.6
1549,4.61
1550,4.6
1551,4.6
1552,4.59
1553,4.59
1554,4.58
1555,4.58
1556,4.58
1557,4.58
1558,4.58
1559,4.58
1560,4.58
1561,4.58
1562,4.57
1563,4.57
1564,4.57
1565,4.57
1566,4.57
1567,4.57
1568,4.57
1569,4.57
1570,4.57
1571,4.57
1572,4.57
1573,4.57
1574,4.57
1575,4.57
1576,4.56
1577,4.57
1578,4.56
1579,4.57
1580,4.57
1581,4.57
1582,4.57
1583,4.56
1584,4.56
1585,4.56
1586,4.55
1587,4.55
1588,4.55
1589,4.51
1590,4.49
1591,4.48
1592,4.48
1593,4.47
1594,4.47
1595,4.47
1596,4.46
1597,4.46
1598,4.45
1599,4.45
1600,4.44
1601,4.45
1602,4.44
1603,4.43
1604,4.41
1605,2.09
1606,4.16
1607,4.16
1608,4.18
1609,4.16
1610,4.12
1611,4.1
1612,4.09
1613,4.1
1614,4.09
1615,4.08
1616,4.06
1617,4.05
1618,4.04
1619,4.03
1620,4.01
1621,4
1622,3.99
1623,3.98
1624,3.95
1625,3.93
1626,3.91
1627,3.9
1628,3.88
1629,3.88
1630,3.87
1631,3.86
1632,3.83
1633,3.82
1634,3.8
1635,3.8
1636,3.77
1637,3.78
1638,3.77
1639,3.76
1640,3.75
1641,3.74
1642,3.73
1643,3.72
1644,3.72
1645,3.72
1646,3.72
1647,3.71
1648,3.7
1649,3.69
1650,3.68
1651,3.67
1652,3.65
1653,3.65
1654,3.63
1655,3.61
1656,3.52
1657,3.52
1658,3.51
1659,3.49
1660,3.48
1661,3.48
1662,3.47
1663,3.47
1664,3.47
1665,3.47
1666,3.47
1667,3.46
1668,3.43
1669,3.43
1670,3.42
1671,3.39
1672,3.3
1673,3.26
1674,3.26
1675,3.24
1676,3.22
1677,3.22
1678,3.21
1679,3.21
1680,3.2
1681,3.19
1682,3.18
1683,3.17
1684,3.17
1685,3.16
1686,3.16
1687,3.15
1688,3.15
1689,3.14
1690,3.13
1691,3.13
1692,3.12
1693,3.13
1694,3.13
1695,3.12
1696,3.12
1697,3.12
1698,3.12
1699,3.12
1700,3.12
1701,3.12
1702,3.12
1703,3.12
1704,3.12
1705,1.47
1706,2.83
1707,2.87
1708,2.88
1709,2.88
1710,2.9
1711,2.9
1712,2.91
1713,2.9
1714,2.88
1715,2.86
1716,2.85
1717,2.83
1718,2.83
1719,2.83
1720,2.83
1721,2.83
1722,2.82
1723,2.78
1724,2.77
1725,2.78
1726,2.77
1727,2.76
1728,2.76
1729,2.75
1730,2.74
1731,2.74
1732,2.73
1733,2.71
1734,2.69
1735,2.68
1736,2.67
1737,2.67
1738,2.67
1739,2.66
1740,2.65
1741,2.65
1742,2.64
1743,2.63
1744,2.62
1745,2.62
1746,2.61
1747,2.61
1748,2.55
1749,2.53
1750,2.46
1751,2.44
1752,2.4
1753,2.36
1754,2.36
1755,2.32
1756,2.32
1757,2.29
1758,2.26
1759,2.26
1760,2.24
1761,2.23
1762,2.24
1763,2.24
1764,2.23
1765,2.24
1766,2.22
1767,2.22
1768,2.16
1769,2.14
1770,2.14
1771,2.13
1772,2.14
1773,2.13
1774,2.13
1775,2.14
1776,2.14
1777,2.14
1778,2.14
1779,2.14
1780,2.14
1781,2.14
1782,2.14
1783,2.13
1784,2.13
1785,2.13
1786,2.13
1787,2.13
1788,2.13
1789,2.13
1790,2.13
1791,2.13
1792,2.12
1793,2.12
1794,2.13
1795,2.14
1796,2.15
1797,2.16
1798,2.15
1799,2.16
1800,2.16
1801,2.16
1802,2.17
1803,2.16
1804,2.15
1805,0.87
1806,1.91
1807,1.97
1808,2.04
1809,2.07
1810,2.09
1811,2.1
1812,2.11
1813,2.11
1814,2.11
1815,2.11
1816,2.12
1817,2.13
1818,2.13
1819,2.13
1820,2.15
1821,2.08
1822,1.99
1823,2.01
1824,1.99
1825,1.99
1826,1.98
1827,1.96
1828,1.96
1829,1.97
1830,1.95
1831,1.96
1832,1.97
1833,1.99
1834,2.01
1835,2.03
1836,2.06
1837,2.09
1838,2.13
1839,2.11
1840,2.25
1841,2.34
1842,2.43
1843,2.51
1844,2.5
1845,2.53
1846,2.67
1847,3.12
1848,3.6
1849,3.79
1850,3.95
1851,4.03
1852,4.36
1853,4.41
1854,4.51
1855,4.52
1856,4.54
1857,4.56
1858,4.57
1859,4.61
1860,4.63
1861,4.67
1862,4.71
1863,4.82
1864,4.83
1865,4.83
1866,4.84
1867,4.83
1868,4.84
1869,4.85
1870,4.84
1871,4.85
1872,4.85
1873,4.87
1874,4.97
1875,4.98
1876,4.98
1877,4.99
1878,4.98
1879,5
1880,4.98
1881,4.99
1882,4.99
1883,4.99
1884,4.98
1885,4.99
1886,4.99
1887,4.98
1888,4.97
1889,4.75
1890,4.17
1891,3.76
1892,3.3
1893,3.17
1894,2.99
1895,2.83
1896,2.68
1897,2.61
1898,2.58
1899,2.56
1900,2.53
1901,2.49
1902,2.48
1903,2.46
1904,2.45
1905,0.54
1906,1.29
1907,1.34
1908,1.41
1909,1.45
1910,1.49
1911,1.47
1912,1.46
1913,1.47
1914,1.48
1915,1.48
1916,1.47
1917,1.46
1918,1.47
1919,1.48
1920,1.47
1921,1.48
1922,1.48
1923,1.48
1924,1.48
1925,1.48
1926,1.49
1927,1.47
1928,1.48
1929,1.47
1930,1.46
1931,1.47
1932,1.46
1933,1.46
1934,1.46
1935,1.47
1936,1.47
1937,1.46
1938,1.47
1939,1.48
1940,1.47
1941,1.46
1942,1.48
1943,1.47
1944,1.47
1945,1.47
1946,1.47
1947,1.48
1948,1.49
1949,1.49
1950,1.47
1951,1.49
1952,1.47
1953,1.46
1954,1.46
1955,1.46
1956,1.46
1957,1.47
1958,1.46
1959,1.46
1960,1.47
1961,1.48
1962,1.46
1963,1.48
1964,1.47
1965,1.48
1966,1.48
1967,1.47
1968,1.49
1969,1.47
1970,1.49
1971,1.49
1972,1.49
1973,1.49
1974,1.49
1975,1.49
1976,1.48
1977,1.47
1978,1.48
1979,1.47
1980,1.47
1981,1.48
1982,1.48
1983,1.48
1984,1.48
1985,1.46
1986,1.47
1987,1.48
1988,1.46
1989,1.48
1990,1.48
1991,1.47
1992,1.48
1993,1.47
1994,1.48
1995,1.47
1996,1.48
1997,1.49
1998,1.49
1999,1.47
2000,1.49
2001,1.48
2002,1.48
2003,1.48
2004,1.49
2005,0.51
2006,1.24
2007,1.29
2008,1.36
2009,1.42
2010,1.42
2011,1.46
2012,1.47
2013,1.46
2014,1.47
2015,1.48
2016,1.48
2017,1.47
2018,1.47
2019,1.49
2020,1.48
2021,1.49
2022,1.49
2023,1.49
2024,1.5
2025,1.5
2026,1.51
2027,1.5
2028,1.5
2029,1.5
2030,1.51
2031,1.5
2032,1.52
2033,1.52
2034,1.52
2035,1.52
2036,1.51
2037,1.52
2038,1.52
2039,1.51
2040,1.52
2041,1.52
2042,1.51
2043,1.51
2044,1.52
2045,1.52
2046,1.51
2047,1.49
2048,1.49
2049,1.5
2050,1.5
2051,1.51
2052,1.49
2053,1.5
2054,1.51
2055,1.51
2056,1.51
2057,1.51
2058,1.5
2059,1.49
2060,1.5
2061,1.5
2062,1.51
2063,1.5
2064,1.51
2065,1.51
2066,1.5
2067,1.49
2068,1.5
2069,1.5
2070,1.5
2071,1.49
2072,1.49
2073,1.48
2074,1.48
2075,1.49
2076,1.49
2077,1.49
2078,1.48
2079,1.49
2080,1.5
2081,1.49
2082,1.49
2083,1.49
2084,1.5
2085,1.5
2086,1.49
2087,1.5
2088,1.5
2089,1.5
2090,1.5
2091,1.49
2092,1.48
2093,1.5
2094,1.51
2095,1.51
2096,1.5
2097,1.49
2098,1.5
2099,1.51
2100,1.52
2101,1.51
2102,1.51
2103,1.51
2104,1.49
2105,2.69
2106,4.95
2107,5
2108,5
2109,5
2110,5
2111,5
2112,5
2113,5
2114,5
2115,5
2116,5
2117,5
2118,5
2119,5
2120,5
2121,5
2122,5
2123,5
2124,5
2125,5
2126,5
2127,5
2128,5
2129,5
2130,5
2131,5
2132,5
2133,5
2134,5
2135,5
2136,5
2137,5
2138,5
2139,5
2140,5
2141,5
2142,5
2143,5
2144,5
2145,5
2146,5
2147,5
2148,5
2149,5
2150,5
2151,5
2152,5
2153,5
2154,5
2155,5
2156,5
2157,5
2158,5
2159,5
2160,5
2161,5
2162,5
2163,5
2164,5
2165,5
2166,5
2167,5
2168,5
2169,5
2170,5
2171,5
2172,5
2173,5
2174,5
2175,5
2176,5
2177,5
2178,5
2179,5
2180,5
2181,5
2182,5
2183,5
2184,5
2185,5
2186,5
2187,5
2188,5
2189,5
2190,5
2191,5
2192,5
2193,5
2194,5
2195,5
2196,5
2197,5
2198,5
2199,5
2200,5
2201,5
2202,5
2203,5
2204,5
2205,2.37
2206,4.95
2207,4.97
2208,5
2209,5
2210,5
2211,5
2212,5
2213,5
2214,5
2215,5
2216,5
2217,5
2218,5
2219,5
2220,5
2221,5
2222,5
2223,5
2224,5
2225,5
2226,5
2227,5
2228,5
2229,5
2230,5
2231,5
2232,5
2233,5
2234,5
2235,5
2236,5
2237,5
2238,5
2239,5
2240,5
2241,5
2242,5
2243,5
2244,5
2245,5
2246,5
2247,5
2248,5
2249,5
2250,5
2251,5
2252,5
2253,5
2254,5
2255,5
2256,5
2257,5
2258,5
2259,5
2260,5
2261,5
2262,5
2263,5
2264,5
2265,5
2266,5
2267,5
2268,5
2269,5
2270,5
2271,5
2272,5
2273,5
2274,5
2275,5
2276,5
2277,5
2278,5
2279,5
2280,5
2281,5
2282,4.64
2283,4.64
2284,4.64
2285,4.63
2286,4.64
2287,4.63
2288,4.63
2289,4.62
2290,4.62
2291,4.63
2292,4.63
2293,4.62
2294,4.62
2295,4.64
2296,4.61
2297,4.62
2298,4.61
2299,4.61
2300,4.61
2301,4.61
2302,4.59
2303,4.59
2304,4.59
2305,2.25
2306,4.35
2307,4.36
2308,4.36
2309,4.25
2310,4.12
2311,3.99
2312,3.93
2313,3.86
2314,3.72
2315,3.49
2316,3.41
2317,3.38
2318,3.33
2319,3.04
2320,2.93
2321,2.83
2322,2.79
2323,2.78
2324,2.73
2325,2.72
2326,2.69
2327,2.66
2328,2.65
2329,2.64
2330,2.64
2331,2.6
2332,2.6
2333,2.59
2334,2.57
2335,2.56
2336,2.58
2337,2.53
2338,2.51
2339,2.47
2340,2.42
2341,2.37
2342,2.32
2343,1.91
2344,1.78
2345,1.73
2346,1.69
2347,1.65
2348,1.63
2349,1.61
2350,1.58
2351,1.57
2352,1.55
2353,1.53
2354,1.52
2355,1.52
2356,1.52
2357,1.5
2358,1.5
2359,1.49
2360,1.47
2361,1.44
2362,1.44
2363,1.44
2364,1.44
2365,1.43
2366,1.46
2367,1.44
2368,1.45
2369,1.45
2370,1.46
2371,1.46
2372,1.46
2373,1.47
2374,1.45
2375,1.45
2376,1.44
2377,1.44
2378,1.44
2379,1.43
2380,1.43
2381,1.43
2382,1.42
2383,1.42
2384,1.41
2385,1.4
2386,1.4
2387,1.41
2388,1.42
2389,1.43
2390,1.43
2391,1.43
2392,1.41
2393,1.42
2394,1.43
2395,1.42
2396,1.43
2397,1.44
2398,1.44
2399,1.43
2400,1.42
2401,1.42
2402,1.41
2403,1.41
2404,1.39
2405,0.51
2406,1.13
2407,1.21
2408,1.31
2409,1.37
